name,cname
Tom Brown’s School Museum,United Kingdom
City Museum,United Kingdom
Church Cottage,United Kingdom
"Cockpit House, Prescot",United Kingdom
Trenance Cottages Museum,United Kingdom
Cotehele Mill,United Kingdom
Richard Jefferies Museum,United Kingdom
County Museum And Library (Royal Institution Of Cornwall),United Kingdom
West Park Museum,United Kingdom
Willis Museum,United Kingdom
Crampton Tower,United Kingdom
Stratford Park,United Kingdom
Captain Cook's Schoolroom,United Kingdom
Museum of Classic Sci-Fi,United Kingdom
Mrs Smith's Cottage,United Kingdom
Alexander Keiller Museum,United Kingdom
Morgan Library,United Kingdom
Repositioned Roman remains in The Roman Gardens,United Kingdom
Sailors' Reading Room,United Kingdom
Southwold Museum,United Kingdom
The Old Fire Station,United Kingdom
Heath Robinson Museum,United Kingdom
British Museum Department of Coins and Medals,United Kingdom
Scott Polar Research Institute,United Kingdom
Crathes Castle,United Kingdom
Allhallows Museum,United Kingdom
British Ironworks Centre & Shropshire Sculpture Park,United Kingdom
Passmore Edwards Museum,United Kingdom
Lace Guild Museum,United Kingdom
Abbot Hall Art Gallery,United Kingdom
Henry VII Experience at Micklegate Bar,United Kingdom
Museum of British Surfing,United Kingdom
Calderdale Industrial Museum,United Kingdom
The Tetley,United Kingdom
Corrigall Farm Museum,United Kingdom
Brent Museum and Archives,United Kingdom
Cromer Museum,United Kingdom
Museum of Islay Life,United Kingdom
Potters Bar Museum,United Kingdom
Ashburton Museum,United Kingdom
Savings Banks Museum,United Kingdom
Victoria Jubilee Museum,United Kingdom
Museum of the Home,United Kingdom
British Golf Museum,United Kingdom
Elstree and Borehamwood Museum,United Kingdom
Llandudno Museum,United Kingdom
Museum of Norwich at the Bridewell,United Kingdom
Former County Gaol,United Kingdom
Museum of the Scottish Shale Oil Industry,United Kingdom
Stromness Museum,United Kingdom
Macclesfield Silk Museum,United Kingdom
Cressing Temple,United Kingdom
London Transport Museum Depot,United Kingdom
Andrew Logan Museum of Sculpture,United Kingdom
East Surrey Museum,United Kingdom
The Royal Mint Museum,United Kingdom
Elgin Museum,United Kingdom
Gallery of Modern Art,United Kingdom
John Paul Jones Cottage Museum,United Kingdom
Thameside Centre,United Kingdom
McManus Gallery,United Kingdom
Dennis Severs' House,United Kingdom
Whipple Museum of the History of Science,United Kingdom
Westminster Abbey Museum,United Kingdom
Norton Priory,United Kingdom
HM Prison Crumlin Road,United Kingdom
Centre for Alternative Technology,United Kingdom
Glasgow Museum of Transport,United Kingdom
The Postal Museum,United Kingdom
Ulster Museum,United Kingdom
"Musical Museum, Brentford",United Kingdom
The Etches Collection,United Kingdom
Aston Martin Heritage Trust Museum,United Kingdom
Thame Museum,United Kingdom
Swinford Museum,United Kingdom
Francis Skaryna Belarusian Library and Museum,United Kingdom
An Iodhlann,United Kingdom
Amora London,United Kingdom
Museum of Barnstaple and North Devon,United Kingdom
Glasgow Museums Resource Centre,United Kingdom
Museum of Carpet,United Kingdom
Court Barn Museum,United Kingdom
Kennet & Avon Canal Museum,United Kingdom
Royston & District Museum & Art Gallery,United Kingdom
BD1 Gallery,United Kingdom
The People's Story Museum,United Kingdom
Scottish Football Museum,United Kingdom
British Museum (Natural History). Department of Botany.,United Kingdom
North Hertfordshire Museum,United Kingdom
V&A Dundee,United Kingdom
Bath Postal Museum,United Kingdom
National Civil War Centre,United Kingdom
Scotch Whisky Heritage Centre,United Kingdom
Bayle Museum,United Kingdom
Verulamium Museum,United Kingdom
American Museum and Gardens,United Kingdom
Abbey House Museum,United Kingdom
Abbey Pumping Station,United Kingdom
Abbeydale Industrial Hamlet,United Kingdom
"Abbot House, Dunfermline",United Kingdom
Aberdeen Art Gallery,United Kingdom
Aberdeen Maritime Museum,United Kingdom
Penrith and Eden Museum,United Kingdom
Royal Architectural Museum,United Kingdom
Museum of Scottish Lighthouses,United Kingdom
Alford Valley Railway,United Kingdom
Amberley Museum & Heritage Centre,United Kingdom
"Buckley Library, Museum and Gallery",United Kingdom
Wheal Martyn,United Kingdom
Angus Folk Museum,United Kingdom
Apedale Heritage Centre,United Kingdom
Armagh County Museum,United Kingdom
Arsenal Football Club Museum,United Kingdom
Arthur Cottage,United Kingdom
Hunterian Museum,United Kingdom
Avoncroft Museum of Historic Buildings,United Kingdom
BT Museum,United Kingdom
"Bachelors' Club, Tarbolton",United Kingdom
Barometer World,United Kingdom
Basing House,United Kingdom
Bath Aqua Theatre of Glass,United Kingdom
Beck Isle Museum,United Kingdom
Jarrow Hall,United Kingdom
Belper North Mill,United Kingdom
Bilston Craft Gallery,United Kingdom
Birmingham Assay Office,United Kingdom
The Crime Museum,United Kingdom
Blairs College,United Kingdom
Bowes Railway,United Kingdom
Bramah Tea and Coffee Museum,United Kingdom
Bressingham Steam and Gardens,United Kingdom
Bristol City Museum and Art Gallery,United Kingdom
British Commercial Vehicle Museum,United Kingdom
British Empire and Commonwealth Museum,United Kingdom
British Engineerium,United Kingdom
British Lawnmower Museum,United Kingdom
Broadfield House Glass Museum,United Kingdom
Callendar House,United Kingdom
Cefn Coed Colliery Museum,United Kingdom
Chain Bridge Forge Museum,United Kingdom
Museum of the Royal Scots,United Kingdom
Charmouth Heritage Coast Centre,United Kingdom
Copper Kingdom,United Kingdom
Church Farmhouse Museum,United Kingdom
Cinema Museum,United Kingdom
Clockmakers' Museum,United Kingdom
Coldrum Long Barrow,United Kingdom
Colour Experience,United Kingdom
Corinium Museum,United Kingdom
Cornish Mines and Engines,United Kingdom
Cotswold Motoring Museum,United Kingdom
Coventry Transport Museum,United Kingdom
Crofton Roman Villa,United Kingdom
Cromwell Museum,United Kingdom
Cuckooland Museum,United Kingdom
Derwent Pencil Museum,United Kingdom
DIG: an archaeological adventure,United Kingdom
Western Approaches Museum,United Kingdom
Dalgarven Mill – Museum of Ayrshire Country Life and Costume,United Kingdom
Dana Library and Research Centre,United Kingdom
Dartford Library,United Kingdom
Dick Institute,United Kingdom
Dinosaur Isle,United Kingdom
Dorset Teddy Bear Museum,United Kingdom
Dumfries Museum,United Kingdom
Dunster Doll Museum,United Kingdom
Durham Heritage Centre and Museum,United Kingdom
Durham University Oriental Museum,United Kingdom
East Pool mine,United Kingdom
Eastside Projects,United Kingdom
Ellenroad Ring Mill Engine,United Kingdom
Ellisland Farm,United Kingdom
Worcester Porcelain Museum,United Kingdom
Explosion! Museum of Naval Firepower,United Kingdom
Fan Museum,United Kingdom
Fife Folk Museum,United Kingdom
Florence Nightingale Museum,United Kingdom
Foundling Museum,United Kingdom
Vagina Museum,United Kingdom
Museum of the Adjutant General's Corps,United Kingdom
The Fusilier Museum,United Kingdom
National Justice Museum,United Kingdom
Gas Museum,United Kingdom
Norfolk Museums Collections,United Kingdom
George Waterston Memorial Centre and Museum,United Kingdom
Hull and East Riding Museum,United Kingdom
Gladstone Pottery Museum,United Kingdom
Glenesk Folk Museum,United Kingdom
Glenside Museum,United Kingdom
Gordon Boswell Romany Museum,United Kingdom
Gordon Highlanders Museum,United Kingdom
Grampian Transport Museum,United Kingdom
Green Howards Regimental Museum,United Kingdom
Greenfield Valley Heritage Park,United Kingdom
Guildford House,United Kingdom
HM Prison Peterhead,United Kingdom
Mullaghbawn Folk Museum,United Kingdom
Hat Works,United Kingdom
Heatherbank Museum of Social Work,United Kingdom
British Motor Museum,United Kingdom
Highland Museum of Childhood,United Kingdom
National Videogame Arcade,United Kingdom
Cockburn Geological Museum,United Kingdom
Tunbridge Wells Museum & Art Gallery,United Kingdom
Imperial War Museum stamp collection,United Kingdom
Museum of Mankind,United Kingdom
Internal Fire – Museum of Power,United Kingdom
International Slavery Museum,United Kingdom
Irish Republican History Museum,United Kingdom
University of Bristol Theatre Collection,United Kingdom
Eastleigh Museum,United Kingdom
Jackfield Tile Museum,United Kingdom
Guildhall Museum,United Kingdom
Elmbridge Museum,United Kingdom
National Museum of Antiquities of Scotland,United Kingdom
Royal Scottish Museum,United Kingdom
Mary Jones World,United Kingdom
Jewry Wall Museum,United Kingdom
Topsham Museum,United Kingdom
John Bunyan Museum,United Kingdom
Grace Darling Museum,United Kingdom
British Museum,United Kingdom
Kelham Island Museum,United Kingdom
Down County Museum,United Kingdom
Kew Bridge Steam Museum,United Kingdom
King's Museum,United Kingdom
Kirkaldy Testing Museum,United Kingdom
Kirkcaldy Museum and Art Gallery,United Kingdom
Young V&A,United Kingdom
Lakeland Motor Museum,United Kingdom
Lambretta Scooter Museum,United Kingdom
602 Squadron Museum,United Kingdom
Aberdeenshire Farming Museum,United Kingdom
Alford Heritage Centre,United Kingdom
Larne Museum and Arts Centre,United Kingdom
National Poo Museum,United Kingdom
The Usher Gallery,United Kingdom
Eel Pie Island Museum,United Kingdom
Leach Pottery,United Kingdom
Museum of Freemasonry,United Kingdom
The Museum of the Broads,United Kingdom
Uwchgwyrfai Heritage Centre,United Kingdom
Lewis Loom Centre,United Kingdom
St Vigeans Sculptured Stones Museum,United Kingdom
Llangollen Motor Museum,United Kingdom
Locksmith's House,United Kingdom
London Gas Museum,United Kingdom
Long Shop Museum,United Kingdom
M Shed,United Kingdom
Manchester Jewish Museum,United Kingdom
Margam Stones Museum,United Kingdom
Markfield Beam Engine and Museum,United Kingdom
Maud Junction railway station,United Kingdom
Narberth Museum,United Kingdom
Segedunum Museum,United Kingdom
Medway megaliths,United Kingdom
Meffan Institute,United Kingdom
Meigle Sculptured Stone Museum,United Kingdom
Royal Artillery Museum,United Kingdom
Montrose Museum,United Kingdom
Morpeth Chantry Bagpipe Museum,United Kingdom
"Museum of Brands, Packaging and Advertising",United Kingdom
"Museum of Classical Archaeology, Cambridge",United Kingdom
Museum of Immigration and Diversity,United Kingdom
Museum of Liverpool,United Kingdom
Museum of London Antiquities,United Kingdom
"Museum of Science and Industry, Birmingham",United Kingdom
Museum of the Jewellery Quarter,United Kingdom
Museum of the Order of St John,United Kingdom
Museum on the Mound,United Kingdom
Shrewsbury Museum and Art Gallery,United Kingdom
Myreton Motor Museum,United Kingdom
National Piping Centre,United Kingdom
Leeds Discovery Centre,United Kingdom
"National Waterways Museum, Ellesmere Port",United Kingdom
Leicester Museum & Art Gallery,United Kingdom
Newhaven Heritage Museum,United Kingdom
North Ings Farm Museum,United Kingdom
North Woolwich Old Station Museum,United Kingdom
Northumberland Fusiliers Museum,United Kingdom
Old Gala House,United Kingdom
Old Haa Museum,United Kingdom
Orkney Wireless Museum,United Kingdom
Oxford Bus Museum,United Kingdom
Pankhurst Centre,United Kingdom
Papplewick Pumping Station,United Kingdom
The Peace Museum,United Kingdom
People's Palace,United Kingdom
"Phoenix Tower, Chester",United Kingdom
Pitcairn Island Museum,United Kingdom
Dunrobin Castle Museum,United Kingdom
Plymouth Naval Base Museum,United Kingdom
Porthcurno Telegraph Museum,United Kingdom
Prestongrange Industrial Heritage Museum,United Kingdom
Richard III Experience at Monk Bar,United Kingdom
Roald Dahl Museum and Story Centre,United Kingdom
Robert Smail's Printing Works,United Kingdom
Roman Museum,United Kingdom
George Müller Museum,United Kingdom
Rotunda,United Kingdom
Rotunda Museum,United Kingdom
Royal Academy of Music Museum,United Kingdom
Royal Albert Memorial Museum & Art Gallery,United Kingdom
Royal Green Jackets Museum,United Kingdom
Beaney House of Art and Knowledge,United Kingdom
Royal Pump Rooms,United Kingdom
Ruthin Craft Centre,United Kingdom
Ryhope Engines Museum,United Kingdom
Rylstone Manor,United Kingdom
Sammy Miller Motorcycle Museum,United Kingdom
Blaenavon Ironworks,United Kingdom
Aberdeen Science Centre,United Kingdom
Scarborough Fair Collection,United Kingdom
Scotland Street School Museum,United Kingdom
Scottish Mining Museum,United Kingdom
Seven Stories,United Kingdom
Shackerstone railway station,United Kingdom
Sharmanka Kinetic Gallery,United Kingdom
Shefton Museum,United Kingdom
Shepherd Wheel,United Kingdom
Signal Tower Museum,United Kingdom
Smallhythe Place,United Kingdom
Somerset Brick and Tile Museum,United Kingdom
Somerset Cricket Museum,United Kingdom
Spaceport,United Kingdom
St Andrews Museum,United Kingdom
St Mungo Museum of Religious Life and Art,United Kingdom
Stafford Gallery,United Kingdom
Stewartry Museum,United Kingdom
Stirling Smith Museum and Art Gallery,United Kingdom
Stonehaven Tolbooth,United Kingdom
Strumpshaw Hall Steam Museum,United Kingdom
"Summerlee, Museum of Scottish Industrial Life",United Kingdom
Kenwood House,United Kingdom
Swansea Museum,United Kingdom
Talbot Rice Gallery,United Kingdom
Newark Town Hall Museum and Art Gallery,United Kingdom
The Big Idea,United Kingdom
The Clink,United Kingdom
The Collection,United Kingdom
The Novium,United Kingdom
The Queen's Royal Lancers and Nottinghamshire Yeomanry Museum,United Kingdom
The Shoe Museum,United Kingdom
The Story Museum,United Kingdom
Tolbooth Museum,United Kingdom
Baird Institute,United Kingdom
"John Hastie Museum, 8 Threestanes Road, Strathaven",United Kingdom
Thorpe Park,United Kingdom
Thursford Collection,United Kingdom
Touchstones Rochdale,United Kingdom
Trenchard Museum,United Kingdom
Trinity House National Lighthouse Museum,United Kingdom
Turner Museum of Glass,United Kingdom
Twinings Museum,United Kingdom
Type Museum,United Kingdom
Tyseley Locomotive Works,United Kingdom
Tŷ Siamas,United Kingdom
Museum of Comedy,United Kingdom
Ulster Folk and Transport Museum,United Kingdom
Verdant Works,United Kingdom
Welsh Industrial and Maritime Museum,United Kingdom
Hook Norton Brewery,United Kingdom
Walsall Leather Museum,United Kingdom
Walthamstow Pump House Museum,United Kingdom
Washford Radio Museum,United Kingdom
Weavers' Triangle,United Kingdom
The Open Museum,United Kingdom
Wellcome Collection,United Kingdom
West Wales Museum of Childhood,United Kingdom
Whitby Wizard,United Kingdom
"White Mill, Sandwich",United Kingdom
Whitrope Siding,United Kingdom
Woodbridge Tide Mill,United Kingdom
Woodhorn Museum,United Kingdom
Writers' Museum,United Kingdom
Yelverton Paperweight Centre,United Kingdom
York Dungeon,United Kingdom
Yorkshire Museum of Farming,United Kingdom
Sarehole Mill,United Kingdom
Scottish Submarine Centre,United Kingdom
National Cycle Collection,United Kingdom
Chirk Castle Museum,United Kingdom
Powys Castle Museum,United Kingdom
Aberconwy House Museum,United Kingdom
"Aberystwyth University, School of Art Museum & Gallery",United Kingdom
Barmouth Sailors' Institute,United Kingdom
Bersham Colliery Museum,United Kingdom
Bersham Ironworks and Heritage Centre,United Kingdom
Blaenavon Community Heritage & Cordell Museum,United Kingdom
Borth Station Museum,United Kingdom
Brecknock Museum and Art Gallery,United Kingdom
Cae Dai Trust Museum,United Kingdom
Caernarfon Maritime Museum,United Kingdom
Caldicot Castle Museum,United Kingdom
Cardiff Castle Museum,United Kingdom
Carew Cheriton Control Tower,United Kingdom
Carmarthen Town Museum,United Kingdom
Corris Railway Museum,United Kingdom
Cowbridge & District Museum,United Kingdom
Cyfarthfa Castle Museum & Art Gallery,United Kingdom
Cynon Valley Museum & Gallery,United Kingdom
Dolmynach Victorian House Museum,United Kingdom
Ebbw Vale Works Archival Trust,United Kingdom
Egypt Centre - Swansea University,United Kingdom
Erddig Museum,United Kingdom
Glamorgan Wartime Heritage Centre,United Kingdom
Haulfre Stables,United Kingdom
Howell Harris Museum,United Kingdom
Joseph Parry's Cottage Museum,United Kingdom
Last Invasion Gallery,United Kingdom
Llanerchaeron Museum,United Kingdom
Llanidloes Museum,United Kingdom
Llanrwst Almshouses and Museum Trust,United Kingdom
Llynnon Mill Museum,United Kingdom
Llywernog Silver-Lead Mine Museum,United Kingdom
Mold Museum & Gallery,United Kingdom
Museum of Welsh Cricket,United Kingdom
Penmaenmawr Museum,United Kingdom
Porthcawl Museum,United Kingdom
Porthmadog Maritime Museum,United Kingdom
Quarry Hospital,United Kingdom
Rhyl Museum,United Kingdom
Risca Industrial History Museum,United Kingdom
Ruthin Gaol Museum,United Kingdom
Sir Henry Jones Museum,United Kingdom
St Winefride's Well Museum,United Kingdom
"Swtan Museum, Anglesey",United Kingdom
Tata Steel Port Talbot Museum,United Kingdom
Tin Shed Museum,United Kingdom
"Toll House, Conwy Suspension Bridge",United Kingdom
Tredegar House Museum,United Kingdom
Tredegar Local History Museum,United Kingdom
Tudor Merchant's House Museum,United Kingdom
Tŷ Gwyn Bronze Bell Museum,United Kingdom
Tŷ Crwn,United Kingdom
Tŷ Mawr Wybrnant Museum,United Kingdom
University of South Wales Art Collection Museum,United Kingdom
"University of Wales, Trinity St David Museum",United Kingdom
Usk Rural Life Museum,United Kingdom
Barry War Museum,United Kingdom
W H Smith Museum,United Kingdom
Welsh Museum of Health and Medicine,United Kingdom
Welsh Quilt Centre,United Kingdom
Winding House,United Kingdom
Yr Ysgwrn,United Kingdom
Andover Museum and Museum of the Iron Age,United Kingdom
National Videogame Museum,United Kingdom
Harwich Lifeboat Museum,United Kingdom
Home Front Museum,United Kingdom
Nazeing Glass Museum,United Kingdom
Braemar Castle,United Kingdom
Royal Scots Dragoon Guards Regimental Museum,United Kingdom
World Museum,United Kingdom
Framework Knitters Museum,United Kingdom
The David Parr House,United Kingdom
The Museum of Practical Geology,United Kingdom
Gliding Heritage Centre,United Kingdom
Saffron Walden Museum,United Kingdom
American Air Museum,United Kingdom
Palace of Westminster and Westminster Abbey including Saint Margaret's Church,United Kingdom
Giant's Causeway,United Kingdom
The Slate Landscape of Northwest Wales,United Kingdom
"Penrhyn Slate Quarry and Bethesda, and the Ogwen valley to Port Penrhyn",United Kingdom
Dinorwig Slate Quarry Mountain Landscape,United Kingdom
Nantlle Valley Slate Quarry Landscape,United Kingdom
"Gorseddau and Prince of Wales Slate Quarries, Railways and Mill",United Kingdom
"Ffestiniog: its Slate Mines and Quarries, ‘city of slates’ and Railway to Porthmadog",United Kingdom
"Bryneglwys Slate Quarry, Abergynolwyn Village and the Talyllyn Railway",United Kingdom
Heart of Neolithic Orkney,United Kingdom
Stones  of Stenness,United Kingdom
Old and New Towns of Edinburgh,United Kingdom
Jodrell Bank Observatory,United Kingdom
Durham Castle and Cathedral,United Kingdom
"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",United Kingdom
The Great Spa Towns of Europe,United Kingdom
Studley Royal Park including the Ruins of Fountains Abbey,United Kingdom
St Kilda,United Kingdom
Gough and Inaccessible Islands,United Kingdom
Maritime Greenwich,United Kingdom
"Fort Victoria, Bermuda",United Kingdom
"Hadrian's Wall in wall mile 0, Wallsend Roman fort, Segedunum",United Kingdom
"Hadrian's Wall in wall mile 0, two sections of Hadrian's Wall between Sharpe Road and The Avenue",United Kingdom
Beckfoot Roman fort,United Kingdom
"Hadrian's Wall and vallum in wall mile 66, Stanwix Bank to Stainton",United Kingdom
"Hadrian's Wall in wall mile 5, sections of wall in playing field of Rutherford School",United Kingdom
"Hadrian's Wall vallum in wall mile 6, Benwell length of vallum of Hadrian's Wall in grounds of St Cuthbert's School",United Kingdom
"Hadrian's Wall in wall mile 6, Condercum Roman fort, Benwell",United Kingdom
"Hadrian's Wall in wall mile 7, Benwell length of vallum of Hadrian's Wall in the grounds of Benwell Hill Cricket Club",United Kingdom
"Hadrian's Wall in wall mile 7, Scotswood section of Hadrian's Wall in the grounds of Benwell Hill Cricket Club",United Kingdom
"Hadrian's Wall and vallum in wall mile 7, Scotswood section from Denton Road to Denton Dene",United Kingdom
"Hadrian's Wall and vallum in wall mile 7, Denton section of Hadrian's Wall, Denton Turret and Hadrian's Wall at West Denton",United Kingdom
"Hadrian's Wall and vallum in wall mile 7, Scotswood section of vallum 75m long at Denton Dene",United Kingdom
"Hadrian's Wall in wall mile 7, Scotswood section of Hadrian's Wall in garden of West Road Methodist Chapel",United Kingdom
"Hadrian's Wall in wall mile 0, section between Eastfield Avenue and Tumulus Avenue",United Kingdom
"Hadrian's Wall in wall mile 1, three sections between Stotts Road and Vauxhall Road",United Kingdom
"Hadrian's Wall in wall mile 2, Byker section of Hadrian's Wall and presumed site of milecastle 3 at Shields Road West",United Kingdom
"Hadrian's Wall in wall mile 2, Walker section of Hadrian's Wall under the forecourt of the Fosse public house",United Kingdom
"Hadrian's Wall in wall mile 2, Walker section of Hadrian's Wall 171m long across Millers Dene playing field",United Kingdom
"Hadrian's Wall in wall mile 2, Walker section of Hadrian's Wall near the junction of Fossway and Shields Road",United Kingdom
"Hadrian's Wall in wall mile 4, sections of wall between Crawhall Road and Jubilee Road",United Kingdom
Hadrian's Wall and vallum in wall mile 8 from Denton to Blucher,United Kingdom
"Hadrian's Wall and vallum in wall mile 9, Blucher to Dene House",United Kingdom
Hadrian's Wall and vallum in wall mile 10 from Dene House to Throckley Bank Top,United Kingdom
Moss Side 1 and 2 Roman temporary camps,United Kingdom
"Hadrian's Wall between the road to Garthside and The Centurion Inn, Walton, in wall miles 54 and 55",United Kingdom
"The vallum between the road to Garthside and the track east of Castlesteads in wall miles 54, 55 and 56",United Kingdom
Castlesteads Roman fort and the vallum between the track to the east of Castlesteads fort and the Cam Beck in the west,United Kingdom
Hadrian's Wall and vallum between the field boundary west of Coombe Crag and Banks Green Cottage and the road to Lanercost at Banks in wall miles 51 and 52,United Kingdom
"Silloth Golf Course tower 12b, 410m north west of Heatherbank, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Hadrian's Wall between Tarraby and Beech Grove, Knowefield in wall miles 64 and 65",United Kingdom
Hadrian's Wall vallum between the boundaries north of the properties on Whiteclosegate and the field boundary west of Wall Knowe in wall miles 64 and 65,United Kingdom
Hadrian's Wall and vallum between the field boundary west of Wall Knowe and Scotland Road including the Roman fort at Stanwix in wall mile 65,United Kingdom
"Rudchester Roman fort, associated civil settlement and a section of Hadrian's Wall and vallum from the A69 to the March Burn in wall mile 13",United Kingdom
Cawfields,United Kingdom
Carrawburgh Roman fort and Hadrian's Wall and vallum,United Kingdom
Hadrian's Wall and vallum and their associated features between Poltross Burn and the River Irthing in wall mile 48,United Kingdom
The Roman bath house to the north east of Castlesteads Roman fort in wall mile 56,United Kingdom
Temple of Diana,United Kingdom
Liverpool Maritime Mercantile City,United Kingdom
Banna,United Kingdom
Lake District,United Kingdom
Bath,United Kingdom
Blaenavon Industrial Landscape,United Kingdom
Pontcysyllte Aqueduct and Canal,United Kingdom
Studley Royal Park,United Kingdom
Ravenglass Roman Bath House,United Kingdom
St Augustine's Abbey,United Kingdom
Henderson Island,United Kingdom
borders of the Roman Empire,United Kingdom
Cornwall and West Devon Mining Landscape,United Kingdom
Aesica,United Kingdom
Gough Island,United Kingdom
Maes Howe,United Kingdom
Fountains Abbey,United Kingdom
Harlech Castle,United Kingdom
Jurassic Coast,United Kingdom
"Stonehenge, Avebury and Associated Sites",United Kingdom
Ring of Brodgar,United Kingdom
Derwent Valley Mills,United Kingdom
Ironbridge Gorge,United Kingdom
Caernarfon Castle and Town Walls,United Kingdom
Conwy Castle and Town Walls,United Kingdom
St Just Mining District,United Kingdom
Hayle Harbour,United Kingdom
Tregonning and Gwinear Mining Districts with Trewavas,United Kingdom
Wendron Mining District,United Kingdom
Camborne and Redruth Mining District with Wheal Peevor and Portreath Harbour,United Kingdom
Gwennap Mining District with Devoran and Perran and Kennall Vale,United Kingdom
The Luxulyan Valley and Charlestown,United Kingdom
Caradon Mining District,United Kingdom
Tamar Valley Mining District with Tavistock,United Kingdom
Roman aqueduct to Great Chesters from the Cawburn,United Kingdom
"Roman fort, South Shields",United Kingdom
Red House Roman camp,United Kingdom
"Roman camp, 290m north west of Seldom Seen",United Kingdom
Corbridge (Corstopitum) Roman station,United Kingdom
"Roman fort and watch tower, 800m SSW of Amberfield",United Kingdom
Cardurnock milefortlet (Mf 5),United Kingdom
The Stangate at Crosby Lodge,United Kingdom
Burrow Walls Roman fort,United Kingdom
Roman fortlet 40m SSW of Castle Fields,United Kingdom
Parton Roman fort,United Kingdom
Cardurnock Marsh turret 4a,United Kingdom
Pasture House turret 3a,United Kingdom
Willowford Roman temporary camp,United Kingdom
Watchclose Roman temporary camp,United Kingdom
Throp Roman fortlet,United Kingdom
Nowtler Hill 1 Roman temporary camp,United Kingdom
Nowtler Hill 2 Roman temporary camp,United Kingdom
Boomby Lane 1 and 2 Roman temporary camps,United Kingdom
"Hadrian's Wall and vallum from Throckley to East Town House, Heddon-on-the-Wall in wall mile 11",United Kingdom
"Hadrian's Wall and vallum from East Town House, Heddon-on-the-Wall to the A69 trunk road in wall mile 12",United Kingdom
"Hadrian's Wall and vallum between the March Burn and Oatens Bank, Harlow Hill in wall miles 13,14 and 15",United Kingdom
"Hadrian's Wall from Oatens Bank, Harlow Hill, to Whittle Dene Watercourse in wall mile 16",United Kingdom
"The vallum between Oatens Bank, Harlow Hill, and Whittle Dene Watercourse in wall mile 16",United Kingdom
"Hadrian's Wall and vallum between the B6309 and the B6321 in wall miles 16, 17 and 18",United Kingdom
Hadrian's Wall and vallum between Sunnybrae at Halton Shields and Haltonchesters Roman fort in wall miles 20 and 21,United Kingdom
"Haltonchesters Roman fort, settlement & Hadrian's Wall & vallum between the field boundary east of Haltonchesters fort & the Fence Burn in wall mile 2",United Kingdom
Hadrian's Wall and vallum between the Fence Burn and the track to Portgate Cottage in wall miles 21 and 22,United Kingdom
Hadrian's Wall and vallum between the track to Portgate Cottage and the field boundary east of milecastle 24 in wall miles 22 and 23,United Kingdom
Haltwhistle Burn 4 Roman temporary camp,United Kingdom
Milestone House Roman temporary camp and section of the Stanegate Roman road,United Kingdom
"Markham Cottage Roman temporary camps 1 and 2, a section of the Stanegate Roman road, a length of Roman road and two Roman cemeteries",United Kingdom
Lees Hall Roman camp,United Kingdom
Walwick Fell Roman temporary camp,United Kingdom
Brown Dikes Roman temporary camp,United Kingdom
Coesike East Roman temporary camp,United Kingdom
Coesike West Roman temporary camps 1 and 2,United Kingdom
Grindon School Roman temporary camp,United Kingdom
Seatsides 1 Roman temporary camp and section of the Stanegate Roman road from the west side of the road from Once Brewed to the south side of the B631,United Kingdom
Seatsides 2 Roman temporary camp,United Kingdom
Bean Burn 1 Roman temporary camp,United Kingdom
Bean Burn 2 Roman temporary camp,United Kingdom
Chesters Pike Roman temporary camp,United Kingdom
"Haltwhistle Burn 1 Roman temporary camp, fortlet and section of the Stanegate",United Kingdom
Haltwhistle Burn Roman temporary camps 2 and 3 and area of cord rig cultivation,United Kingdom
Sunny Rigg 1 Roman temporary camp,United Kingdom
Sunny Rigg 2 Roman temporary camp,United Kingdom
Sunny Rigg 3 Roman temporary camp,United Kingdom
Fell End Roman temporary camp and section of the Stanegate Roman road,United Kingdom
Chapel Rigg Roman temporary camp,United Kingdom
Crooks Roman temporary camp,United Kingdom
"The section of Stanegate Roman road from Fell End Roman temporary camp to the track to Old Shield, and the Roman cemetery adjacent to Carvoran Roman f",United Kingdom
Hadrian's Wall & vallum between field boundary east of milecastle 24 & field boundary west of the site of turret 25b in wall miles 24-25,United Kingdom
"The Roman fort, vicus, bridge abutments and associated remains of Hadrian's Wall at Chesters in wall mile 27",United Kingdom
"Hadrian's Wall and vallum between Chesters and the road to Simonburn in wall miles 27, 28 and 29",United Kingdom
"Hadrian's Wall and vallum between the road to Simonburn and the field boundary east of Carrawburgh car park in wall miles 29, 30 and 31",United Kingdom
Hadrian's Wall and vallum between the field boundary west of Coventina's Well and the field boundary at Brown Dikes in wall miles 31 and 32,United Kingdom
"Hadrian's Wall and vallum between the field boundary at Brown Dikes and the field boundary east of turret 34a in wall miles 32, 33 and 34",United Kingdom
"Hadrian's Wall and associated features between the boundary east of turret 34a and the field boundary west of milecastle 36 in wall miles 34, 35 and 3",United Kingdom
"The vallum and early Roman road between the field boundary east of turret 34a and the field boundary west of milecastle 36 in wall miles 34, 35 and 36",United Kingdom
"Hadrian's Wall and associated features between the field boundary west of turret 37a and the road to Steel Rigg car park in wall miles 37, 38 and 39",United Kingdom
"The vallum and a British settlement between the field boundary west of turret 37a & the road to Steel Rigg car park, in wall miles 37, 38 & 39",United Kingdom
